sample_id,source_dataset,filename,relative_path,split,t1_path,t2_path,label_path,width,height,channels,mode,category,caption_count,sha256,valid,error_message,original_width,original_height,patch_size,patch_index,patch_x,patch_y,changed_pixel_count,changed_ratio,preprocessing_version,captions_joined
train_110,LEVIR-CD,train_110.png,raw/levir_cd/train/A/train_110.png,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/A/train_110.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/B/train_110.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/label/train_110.png,1024,1024,3,RGB,building_change,0,,True,,1024,1024,,,,,92931,0.08862590789794922,1.0.0,
train_111,LEVIR-CD,train_111.png,raw/levir_cd/train/A/train_111.png,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/A/train_111.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/B/train_111.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/label/train_111.png,1024,1024,3,RGB,building_change,0,,True,,1024,1024,,,,,136103,0.12979793548583984,1.0.0,
train_112,LEVIR-CD,train_112.png,raw/levir_cd/train/A/train_112.png,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/A/train_112.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/B/train_112.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/label/train_112.png,1024,1024,3,RGB,building_change,0,,True,,1024,1024,,,,,30649,0.029229164123535156,1.0.0,
train_113,LEVIR-CD,train_113.png,raw/levir_cd/train/A/train_113.png,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/A/train_113.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/B/train_113.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/label/train_113.png,1024,1024,3,RGB,building_change,0,,True,,1024,1024,,,,,37567,0.035826683044433594,1.0.0,
train_114,LEVIR-CD,train_114.png,raw/levir_cd/train/A/train_114.png,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/A/train_114.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/B/train_114.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/label/train_114.png,1024,1024,3,RGB,building_change,0,,True,,1024,1024,,,,,18330,0.017480850219726562,1.0.0,
train_115,LEVIR-CD,train_115.png,raw/levir_cd/train/A/train_115.png,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/A/train_115.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/B/train_115.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/label/train_115.png,1024,1024,3,RGB,building_change,0,,True,,1024,1024,,,,,91732,0.08748245239257812,1.0.0,
train_116,LEVIR-CD,train_116.png,raw/levir_cd/train/A/train_116.png,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/A/train_116.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/B/train_116.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/label/train_116.png,1024,1024,3,RGB,building_change,0,,True,,1024,1024,,,,,166246,0.15854454040527344,1.0.0,
train_117,LEVIR-CD,train_117.png,raw/levir_cd/train/A/train_117.png,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/A/train_117.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/B/train_117.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/label/train_117.png,1024,1024,3,RGB,building_change,0,,True,,1024,1024,,,,,26627,0.02539348602294922,1.0.0,
train_118,LEVIR-CD,train_118.png,raw/levir_cd/train/A/train_118.png,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/A/train_118.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/B/train_118.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/label/train_118.png,1024,1024,3,RGB,building_change,0,,True,,1024,1024,,,,,84213,0.08031177520751953,1.0.0,
train_119,LEVIR-CD,train_119.png,raw/levir_cd/train/A/train_119.png,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/A/train_119.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/B/train_119.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/label/train_119.png,1024,1024,3,RGB,building_change,0,,True,,1024,1024,,,,,129914,0.12389564514160156,1.0.0,
train_12,LEVIR-CD,train_12.png,raw/levir_cd/train/A/train_12.png,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/A/train_12.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/B/train_12.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/label/train_12.png,1024,1024,3,RGB,building_change,0,,True,,1024,1024,,,,,27597,0.02631855010986328,1.0.0,
train_120,LEVIR-CD,train_120.png,raw/levir_cd/train/A/train_120.png,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/A/train_120.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/B/train_120.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/label/train_120.png,1024,1024,3,RGB,building_change,0,,True,,1024,1024,,,,,68612,0.06543350219726562,1.0.0,
train_121,LEVIR-CD,train_121.png,raw/levir_cd/train/A/train_121.png,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/A/train_121.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/B/train_121.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/label/train_121.png,1024,1024,3,RGB,building_change,0,,True,,1024,1024,,,,,40926,0.03903007507324219,1.0.0,
train_122,LEVIR-CD,train_122.png,raw/levir_cd/train/A/train_122.png,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/A/train_122.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/B/train_122.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/label/train_122.png,1024,1024,3,RGB,building_change,0,,True,,1024,1024,,,,,65977,0.06292057037353516,1.0.0,
train_123,LEVIR-CD,train_123.png,raw/levir_cd/train/A/train_123.png,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/A/train_123.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/B/train_123.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/label/train_123.png,1024,1024,3,RGB,building_change,0,,True,,1024,1024,,,,,73160,0.06977081298828125,1.0.0,
train_124,LEVIR-CD,train_124.png,raw/levir_cd/train/A/train_124.png,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/A/train_124.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/B/train_124.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/label/train_124.png,1024,1024,3,RGB,building_change,0,,True,,1024,1024,,,,,126728,0.12085723876953125,1.0.0,
train_125,LEVIR-CD,train_125.png,raw/levir_cd/train/A/train_125.png,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/A/train_125.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/B/train_125.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/label/train_125.png,1024,1024,3,RGB,building_change,0,,True,,1024,1024,,,,,182343,0.17389583587646484,1.0.0,
train_126,LEVIR-CD,train_126.png,raw/levir_cd/train/A/train_126.png,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/A/train_126.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/B/train_126.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/label/train_126.png,1024,1024,3,RGB,building_change,0,,True,,1024,1024,,,,,75116,0.07163619995117188,1.0.0,
train_127,LEVIR-CD,train_127.png,raw/levir_cd/train/A/train_127.png,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/A/train_127.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/B/train_127.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/label/train_127.png,1024,1024,3,RGB,building_change,0,,True,,1024,1024,,,,,20834,0.019868850708007812,1.0.0,
train_128,LEVIR-CD,train_128.png,raw/levir_cd/train/A/train_128.png,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/A/train_128.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/B/train_128.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/label/train_128.png,1024,1024,3,RGB,building_change,0,,True,,1024,1024,,,,,57513,0.054848670959472656,1.0.0,
train_129,LEVIR-CD,train_129.png,raw/levir_cd/train/A/train_129.png,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/A/train_129.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/B/train_129.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/label/train_129.png,1024,1024,3,RGB,building_change,0,,True,,1024,1024,,,,,21886,0.020872116088867188,1.0.0,
train_13,LEVIR-CD,train_13.png,raw/levir_cd/train/A/train_13.png,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/A/train_13.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/B/train_13.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/label/train_13.png,1024,1024,3,RGB,building_change,0,,True,,1024,1024,,,,,17354,0.016550064086914062,1.0.0,
train_130,LEVIR-CD,train_130.png,raw/levir_cd/train/A/train_130.png,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/A/train_130.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/B/train_130.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/label/train_130.png,1024,1024,3,RGB,building_change,0,,True,,1024,1024,,,,,35307,0.03367137908935547,1.0.0,
train_131,LEVIR-CD,train_131.png,raw/levir_cd/train/A/train_131.png,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/A/train_131.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/B/train_131.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/label/train_131.png,1024,1024,3,RGB,building_change,0,,True,,1024,1024,,,,,29937,0.028550148010253906,1.0.0,
train_132,LEVIR-CD,train_132.png,raw/levir_cd/train/A/train_132.png,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/A/train_132.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/B/train_132.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/label/train_132.png,1024,1024,3,RGB,building_change,0,,True,,1024,1024,,,,,127446,0.12154197692871094,1.0.0,
train_133,LEVIR-CD,train_133.png,raw/levir_cd/train/A/train_133.png,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/A/train_133.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/B/train_133.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/label/train_133.png,1024,1024,3,RGB,building_change,0,,True,,1024,1024,,,,,27419,0.02614879608154297,1.0.0,
train_134,LEVIR-CD,train_134.png,raw/levir_cd/train/A/train_134.png,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/A/train_134.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/B/train_134.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/label/train_134.png,1024,1024,3,RGB,building_change,0,,True,,1024,1024,,,,,122947,0.11725139617919922,1.0.0,
train_135,LEVIR-CD,train_135.png,raw/levir_cd/train/A/train_135.png,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/A/train_135.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/B/train_135.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/label/train_135.png,1024,1024,3,RGB,building_change,0,,True,,1024,1024,,,,,43936,0.041900634765625,1.0.0,
train_136,LEVIR-CD,train_136.png,raw/levir_cd/train/A/train_136.png,train,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/A/train_136.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/B/train_136.png,/Users/rahulmanchanda/Desktop/AI-Driven-Satellite-Image-Semantic-Search-and-Temporal-Change-Detection-System/data/raw/levir_cd/train/label/train_136.png,1024,1024,3,RGB,building_change,0,,True,,1024,1024,,,,,55944,0.05335235595703125,1.0.0,
